claim_file,display_order,measure,measure_id_w_display_order,measure_name,Measure_Type,claim_category,Active_Ind,decimal_places,Display_Type,measure_id,measure_cat,measure_major,measure_minor,z_display_order,display_suffix,z_display_order_suffix,decimal_places_int
OT,16,MCR13.9,MCR-13-016-9,# of capitated payments to PHPs (TYPE-OF-SERVICE = 122) with Ending Date of Service in a future month ,Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_9,MCR,13,9,016,,016,0
OT,17,MCR13.8,MCR-13-017-8,# of capitated payments for PCCM (TYPE-OF-SERVICE = 120) with Ending Date of Service in a future month,Count,"S-CHIP Capitation Payment: Original, Paid Claims",Y,0,Default,MCR13_8,MCR,13,8,017,,017,0
OT,1,MCR14.24,MCR-14-001-24,Total # of claim lines,Count,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,0,Default,MCR14_24,MCR,14,24,001,,001,0
OT,2,MCR14.23,MCR-14-002-23,% of records with Procedure Code,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_23,MCR,14,23,002,,002,2
OT,3,MCR14.8,MCR-14-003-8,% of claim lines with Ending Date of Service within the past year,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_8,MCR,14,8,003,,003,2
OT,4,MCR14.21,MCR-14-004-21,"% of claim lines with TYPE-OF-SERVICE = 12, 2, 61, 28, 41 with diagnosis codes",Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_21,MCR,14,21,004,,004,2
OT,7,MCR14.9,MCR-14-007-9,% of claim lines with ER Place of Service,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,3,Default,MCR14_9,MCR,14,9,007,,007,3
OT,8,MCR14.19,MCR-14-008-19,% of claim lines with office Place of Service,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_19,MCR,14,19,008,,008,2
OT,9,MCR14.18,MCR-14-009-18,% of claim lines with missing Place of Service,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_18,MCR,14,18,009,,009,2
OT,10,MCR14.3,MCR-14-010-3,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have CPT (01) Procedure Code Flag",Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_3,MCR,14,3,010,,010,2
OT,12,MCR14.10,MCR-14-012-10,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have HCPCS (06) Procedure Code Flag ",Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_10,MCR,14,10,012,,012,2
OT,18,MCR14.16,MCR-14-018-16,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have ICD9CM (02) or ICD10CM (07) Procedure Code Flag ",Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_16,MCR,14,16,018,,018,2
OT,19,MCR14.7,MCR-14-019-7,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have CRVS74 (03) Procedure Code Flag ",Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_7,MCR,14,7,019,,019,2
OT,20,MCR14.6,MCR-14-020-6,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have CRVS69 (04) Procedure Code Flag ",Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_6,MCR,14,6,020,,020,2
OT,21,MCR14.5,MCR-14-021-5,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 that have CRVS64 (05) Procedure Code Flag ",Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_5,MCR,14,5,021,,021,2
OT,22,MCR14.17,MCR-14-022-17,"% of claim lines with TYPE-OF-SERVICE = 12, 25, 26 with local service code indicator (PROCDURE-CODE = 10 - 87)",Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_17,MCR,14,17,022,,022,2
OT,23,MCR14.1,MCR-14-023-1,% of outpatient department claim lines that have accommodation codes,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_1,MCR,14,1,023,,023,2
OT,24,MCR14.2,MCR-14-024-2,% of claim headers with OT-RX-CLAIM-QUANTITY-ACTUAL = 1,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR14_2,MCR,14,2,024,,024,2
OT,1,MCR15.5,MCR-15-001-5,Total # of crossover claim lines,Count,"S-CHIP Encounter: Original, Crossover, Paid Claims",Y,0,Default,MCR15_5,MCR,15,5,001,,001,0
OT,2,MCR15.2,MCR-15-002-2,"% of claim lines with TYPE-OF-SERVICE = 12, 2, 61 with ER Place of Service (Medicaid Paid Amount > $0)",Claims Percentage,"S-CHIP Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR15_2,MCR,15,2,002,,002,2
OT,3,MCR15.4,MCR-15-003-4,% of claim lines with office Place of Service (Medicaid Paid Amount > $0),Claims Percentage,"S-CHIP Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR15_4,MCR,15,4,003,,003,2
OT,4,MCR15.3,MCR-15-004-3,% of claim lines with missing Place of Service (Medicaid Paid Amount > $0),Claims Percentage,"S-CHIP Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR15_3,MCR,15,3,004,,004,2
OT,5,MCR15.1,MCR-15-005-1,% of claim lines with Procedure Code Flag (Medicaid Paid Amount > $0),Claims Percentage,"S-CHIP Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR15_1,MCR,15,1,005,,005,2
OT,1,MCR16.1,MCR-16-001-1,% of claim lines with Revenue Code that also have a HCPCS Rate ,Claims Percentage,"S-CHIP Encounter: Original, Paid Claims",Y,2,Default,MCR16_1,MCR,16,1,001,,001,2
RX,1,MCR17.8,MCR-17-001-8,Total # of claim headers,Count,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,0,Default,MCR17_8,MCR,17,8,001,,001,0
RX,2,MCR17.7,MCR-17-002-7,% of claim headers with Prescription Fill Date within the past year ,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR17_7,MCR,17,7,002,,002,2
RX,3,MCR17.6,MCR-17-003-6,% of claim headers with Prescription Fill Date = Date Prescribed,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR17_6,MCR,17,6,003,,003,2
RX,4,MCR17.5,MCR-17-004-5,% of claim headers with Days Supply > 30,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR17_5,MCR,17,5,004,,004,2
RX,5,MCR17.1,MCR-17-005-1,% of claim headers with missing Days Supply,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR17_1,MCR,17,1,005,,005,2
RX,6,MCR17.3,MCR-17-006-3,% of claim headers with NDC (11 numeric),Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR17_3,MCR,17,3,006,,006,2
RX,7,MCR17.4,MCR-17-007-4,% of claim headers with OT-RX-CLAIM-QUANTITY-ACTUAL = 1,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR17_4,MCR,17,4,007,,007,2
RX,8,MCR17.2,MCR-17-008-2,% of claim headers with missing OT RX Claim Quantity Actual,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR17_2,MCR,17,2,008,,008,2
RX,1,MCR19.8,MCR-19-001-8,Total # of claim headers,Count,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,0,Default,MCR19_8,MCR,19,8,001,,001,0
RX,2,MCR19.7,MCR-19-002-7,% of claim headers with Prescription Fill Date within the past year ,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR19_7,MCR,19,7,002,,002,2
RX,3,MCR19.6,MCR-19-003-6,% of claim headers with Prescription Fill Date = Date Prescribed,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR19_6,MCR,19,6,003,,003,2
RX,4,MCR19.5,MCR-19-004-5,% of claim headers with Days Supply > 30,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR19_5,MCR,19,5,004,,004,2
RX,5,MCR19.1,MCR-19-005-1,% of claim headers with missing Days Supply,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR19_1,MCR,19,1,005,,005,2
RX,6,MCR19.4,MCR-19-006-4,% of claim headers with OT-RX-CLAIM-QUANTITY-ACTUAL = 1,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR19_4,MCR,19,4,006,,006,2
RX,7,MCR19.3,MCR-19-007-3,% of claim headers with NDC (11 numeric),Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR19_3,MCR,19,3,007,,007,2
RX,8,MCR19.2,MCR-19-008-2,% of claim headers with missing OT RX Claim Quantity Actual,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR19_2,MCR,19,2,008,,008,2
IP,1,MCR2.25,MCR-2-001-25,Total # of crossover claim headers,Count,"Medicaid Encounter: Original, Crossover, Paid Claims",Y,0,Default,MCR2_25,MCR,2,25,001,,001,0
OT,1,MCR21.3,MCR-21-001-3,% of claim lines with Billing Provider ID,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR21_3,MCR,21,3,001,,001,2
OT,2,MCR21.4,MCR-21-002-4,% of claim lines with Servicing Provider Num,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR21_4,MCR,21,4,002,,002,2
OT,3,MCR21.2,MCR-21-003-2,"% of claim lines with TYPE-OF-SERVICE = 12, 29, 15, 2, 61, 28, 41 where Servicing Provider Number = Billing Provider Number",Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,4,Default,MCR21_2,MCR,21,2,003,,003,4
OT,4,MCR21.1,MCR-21-004-1,% of physician claim lines with Servicing Provider Specialty,Claims Percentage,"Medicaid Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR21_1,MCR,21,1,004,,004,2
OT,1,MCR22.2,MCR-22-001-2,% of claim lines with Servicing Provider Num,Claims Percentage,"Medicaid Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR22_2,MCR,22,2,001,,001,2
OT,2,MCR22.1,MCR-22-002-1,"% of claim lines with TYPE-OF-SERVICE = 12, 29, 15, 2, 61, 28, 41 where Servicing Provider Number = Billing Provider Number",Claims Percentage,"Medicaid Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR22_1,MCR,22,1,002,,002,2
OT,1,MCR24.3,MCR-24-001-3,% of claim lines with Billing Provider ID,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR24_3,MCR,24,3,001,,001,2
OT,2,MCR24.4,MCR-24-002-4,% of claim lines with Servicing Provider Num,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR24_4,MCR,24,4,002,,002,2
OT,3,MCR24.2,MCR-24-003-2,"% of claim lines with TYPE-OF-SERVICE = 12, 29, 15, 2, 61, 28, 41 where Servicing Provider Number = Billing Provider Number",Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR24_2,MCR,24,2,003,,003,2
OT,4,MCR24.1,MCR-24-004-1,% of physician claim lines with Servicing Provider Specialty,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR24_1,MCR,24,1,004,,004,2
OT,1,MCR25.2,MCR-25-001-2,% of claim lines with Servicing Provider Num,Claims Percentage,"S-CHIP Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR25_2,MCR,25,2,001,,001,2
OT,2,MCR25.1,MCR-25-002-1,"% of claim lines with TYPE-OF-SERVICE = 12, 29, 15, 2, 61, 28, 41 where Servicing Provider Number = Billing Provider Number",Claims Percentage,"S-CHIP Encounter: Original, Crossover, Paid Claims",Y,2,Default,MCR25_1,MCR,25,1,002,,002,2
MCR,1,MCR28.1,MCR-28-001-1,% of plan IDs with capitation payment ratios <0.9 or >1.1 (non-PCCM),Non-Claims Percentage,N/A,Y,2,Default,MCR28_1,MCR,28,1,001,,001,2
IP,1,MCR30.1,MCR-30-001-1,% of MSIS IDs with any enrollment time span,Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR30_1,MCR,30,1,001,,001,2
LT,2,MCR30.2,MCR-30-002-2,% of MSIS IDs with any enrollment time span,Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR30_2,MCR,30,2,002,,002,2
OT,3,MCR30.3,MCR-30-003-3,% of MSIS IDs with any enrollment time span,Claims percentage,"Medicaid Capitation Payment: Original and Adjustment, Paid Claims",Y,2,Default,MCR30_3,MCR,30,3,003,,003,2
OT,4,MCR30.4,MCR-30-004-4,% of MSIS IDs with any enrollment time span,Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR30_4,MCR,30,4,004,,004,2
RX,5,MCR30.5,MCR-30-005-5,% of MSIS IDs with any enrollment time span,Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR30_5,MCR,30,5,005,,005,2
IP,6,MCR30.6,MCR-30-006-6,% of MSIS IDs with any enrollment time span,Claims percentage,"S-CHIP Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR30_6,MCR,30,6,006,,006,2
LT,7,MCR30.7,MCR-30-007-7,% of MSIS IDs with any enrollment time span,Claims percentage,"S-CHIP Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR30_7,MCR,30,7,007,,007,2
OT,8,MCR30.8,MCR-30-008-8,% of MSIS IDs with any enrollment time span,Claims percentage,"S-CHIP Capitation Payment: Original and Adjustment, Paid Claims",Y,2,Default,MCR30_8,MCR,30,8,008,,008,2
OT,9,MCR30.9,MCR-30-009-9,% of MSIS IDs with any enrollment time span,Claims percentage,"S-CHIP Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR30_9,MCR,30,9,009,,009,2
RX,10,MCR30.10,MCR-30-010-10,% of MSIS IDs with any enrollment time span,Claims percentage,"S-CHIP Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR30_10,MCR,30,10,010,,010,2
IP,1,MCR3.18,MCR-3-001-18,Total # of claim headers,Count,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,0,Default,MCR3_18,MCR,3,18,001,,001,0
IP,2,MCR3.3,MCR-3-002-3,% of claim headers with Ending Date of Service within the past year,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR3_3,MCR,3,3,002,,002,2
IP,3,MCR3.9,MCR-3-003-9,% of claim headers with diagnosis codes,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR3_9,MCR,3,9,003,,003,2
IP,4,MCR3.16,MCR-3-004-16,Average # of diagnoses,Average # Occurrences,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,1,Default,MCR3_16,MCR,3,16,004,,004,1
IP,5,MCR3.10,MCR-3-005-10,% of claim headers with only 1 diagnosis code,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR3_10,MCR,3,10,005,,005,2
IP,6,MCR3.11,MCR-3-006-11,% of claim headers with principal Procedure Code,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR3_11,MCR,3,11,006,,006,2
IP,7,MCR3.17,MCR-3-007-17,Average # of procedures,Average # Occurrences,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,1,Default,MCR3_17,MCR,3,17,007,,007,1
IP,8,MCR3.1,MCR-3-008-1,% of claim headers with Admission Date within the past year ,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR3_1,MCR,3,1,008,,008,2
IP,9,MCR3.4,MCR-3-009-4,% of claim headers with home Patient Status,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR3_4,MCR,3,4,009,,009,2
IP,10,MCR3.5,MCR-3-010-5,% of claim headers with Patient Status of other institution ,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR3_5,MCR,3,5,010,,010,2
IP,11,MCR3.2,MCR-3-011-2,% of claim headers with deceased Patient Status ,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,4,Default,MCR3_2,MCR,3,2,011,,011,4
IP,12,MCR3.6,MCR-3-012-6,% of claim headers with Patient Status of still a patient,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,4,Default,MCR3_6,MCR,3,6,012,,012,4
IP,13,MCR3.8,MCR-3-013-8,% of claim headers with DRG,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR3_8,MCR,3,8,013,,013,2
IP,14,MCR3.19,MCR-3-014-19,% of claim headers with CMS/MS-DRG,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR3_19,MCR,3,19,014,,014,2
IP,15,MCR3.12,MCR-3-015-12,% of claim headers with any accommodation revenue codes,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR3_12,MCR,3,12,015,,015,2
IP,16,MCR3.13,MCR-3-016-13,% of claim headers with any ancillary revenue codes,Claims Percentage,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,2,Default,MCR3_13,MCR,3,13,016,,016,2
IP,17,MCR3.20,MCR-3-017-20,Average # accommodation codes on claims with accommodation codes,Average # Occurrences,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,1,Default,MCR3_20,MCR,3,20,017,,017,1
IP,18,MCR3.21,MCR-3-018-21,Average # ancillary codes on claims with ancillary codes,Average # Occurrences,"S-CHIP Encounter: Original, Non-Crossover, Paid Claims",Y,1,Default,MCR3_21,MCR,3,21,018,,018,1
IP,1,MCR31.1,MCR-31-001-1,% of MSIS IDs enrolled on Admission Date,Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR31_1,MCR,31,1,001,,001,2
LT,2,MCR31.2,MCR-31-002-2,% of MSIS IDs enrolled on Beginning Date of Service,Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR31_2,MCR,31,2,002,,002,2
OT,3,MCR31.3,MCR-31-003-3,% of MSIS IDs enrolled on Beginning Date of Service,Claims percentage,"Medicaid Capitation Payment: Original and Adjustment, Paid Claims",Y,2,Default,MCR31_3,MCR,31,3,003,,003,2
OT,4,MCR31.4,MCR-31-004-4,% of MSIS IDs enrolled on Beginning Date of Service,Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR31_4,MCR,31,4,004,,004,2
RX,5,MCR31.5,MCR-31-005-5,% of MSIS IDs enrolled on Prescription Fill Date,Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR31_5,MCR,31,5,005,,005,2
IP,6,MCR31.6,MCR-31-006-6,% of MSIS IDs enrolled on Admission Date,Claims percentage,"S-CHIP Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR31_6,MCR,31,6,006,,006,2
LT,7,MCR31.7,MCR-31-007-7,% of MSIS IDs enrolled on Beginning Date of Service,Claims percentage,"S-CHIP Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR31_7,MCR,31,7,007,,007,2
OT,8,MCR31.8,MCR-31-008-8,% of MSIS IDs enrolled on Beginning Date of Service,Claims percentage,"S-CHIP Capitation Payment: Original and Adjustment, Paid Claims",Y,2,Default,MCR31_8,MCR,31,8,008,,008,2
OT,9,MCR31.9,MCR-31-009-9,% of MSIS IDs enrolled on Beginning Date of Service,Claims percentage,"S-CHIP Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR31_9,MCR,31,9,009,,009,2
RX,10,MCR31.10,MCR-31-010-10,% of MSIS IDs enrolled on Prescription Fill Date,Claims percentage,"S-CHIP Encounter: Original and Adjustment, Paid Claims",Y,2,Default,MCR31_10,MCR,31,10,010,,010,2
IP,1,MCR32.1,MCR-32-001-1,"% of claim headers without a valid Adjustment Indicator (ADJ-IND is 2, 3, 9, other invalid value, or missing)",Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,3,Default,MCR32_1,MCR,32,1,001,,001,3
IP,2,MCR32.2,MCR-32-002-2,"% of claim lines without a valid Line Adjustment Indicator (LINE-ADJ-IND is 2, 3, 9, other invalid value, or missing)",Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,3,Default,MCR32_2,MCR,32,2,002,,002,3
LT,3,MCR32.3,MCR-32-003-3,"% of claim headers without a valid Adjustment Indicator (ADJ-IND is 2, 3, 9, other invalid value, or missing)",Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,3,Default,MCR32_3,MCR,32,3,003,,003,3
LT,4,MCR32.4,MCR-32-004-4,"% of claim lines without a valid Line Adjustment Indicator (LINE-ADJ-IND is 2, 3, 9, other invalid value, or missing)",Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,3,Default,MCR32_4,MCR,32,4,004,,004,3
OT,5,MCR32.5,MCR-32-005-5,"% of claim headers without a valid Adjustment Indicator (ADJ-IND is 2, 3, 9, other invalid value, or missing)",Claims percentage,"Medicaid Capitation Payment: Original and Adjustment, Paid Claims",Y,3,Default,MCR32_5,MCR,32,5,005,,005,3
OT,6,MCR32.6,MCR-32-006-6,"% of claim headers without a valid Adjustment Indicator (ADJ-IND is 2, 3, 9, other invalid value, or missing)",Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,3,Default,MCR32_6,MCR,32,6,006,,006,3
OT,7,MCR32.7,MCR-32-007-7,"% of claim lines without a valid Line Adjustment Indicator (LINE-ADJ-IND is 2, 3, 9, other invalid value, or missing)",Claims percentage,"Medicaid Capitation Payment: Original and Adjustment, Paid Claims",Y,3,Default,MCR32_7,MCR,32,7,007,,007,3
OT,8,MCR32.8,MCR-32-008-8,"% of claim lines without a valid Line Adjustment Indicator (LINE-ADJ-IND is 2, 3, 9, other invalid value, or missing)",Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,3,Default,MCR32_8,MCR,32,8,008,,008,3
RX,9,MCR32.9,MCR-32-009-9,"% of claim headers without a valid Adjustment Indicator (ADJ-IND is 2, 3, 9, other invalid value, or missing)",Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,3,Default,MCR32_9,MCR,32,9,009,,009,3
RX,10,MCR32.10,MCR-32-010-10,"% of claim lines without a valid Line Adjustment Indicator (LINE-ADJ-IND is 2, 3, 9, other invalid value, or missing)",Claims percentage,"Medicaid Encounter: Original and Adjustment, Paid Claims",Y,3,Default,MCR32_10,MCR,32,10,010,,010,3
RX,20,MCR32.20,MCR-32-010-20,"% of claim lines without a valid Line Adjustment Indicator (LINE-ADJ-IND is 2, 3, 9, other invalid value, or missing)",Claims percentage,"S-CHIP Encounter: Original and Adjustment, Paid Claims",Y,3,Default,MCR32_20,MCR,32,20,020,,020,3
