Sort Order,File Type,File Type - Summary,Measure ID,Measure ID Short,Non-claims Table,Claims_cat_type,Measure Name,Data_Element,Data Dictionary,DD Number,Size,Character / Numeric,Active Indicator
622,LT,Claims,MIS-23-027-27,MIS23.27,,AH,% missing: MEDICAID-COV-INPATIENT-DAYS (CLT00002),tmsis_clh_rec_lt.mdcd_cvrd_ip_days_cnt,MEDICAID-COV-INPATIENT-DAYS,CLT086,S9(5),Numeric,Y
623,LT,Claims,MIS-23-028-28,MIS23.28,,AH,% missing: MEDICARE-PAID-AMT (CLT00002),tmsis_clh_rec_lt.mdcr_pd_amt,MEDICARE-PAID-AMT,CLT179,S9(11)V99,Numeric,Y
624,LT,Claims,MIS-23-029-29,MIS23.29,,AH,% missing: MEDICARE-REIM-TYPE (CLT00002),tmsis_clh_rec_lt.mdcr_reimbrsmt_type_cd,MEDICARE-REIM-TYPE,CLT083,X(2),Character,Y
625,LT,Claims,MIS-23-030-30,MIS23.30,,AH,% missing: MSIS-IDENTIFICATION-NUM (CLT00002),tmsis_clh_rec_lt.msis_ident_num,MSIS-IDENTIFICATION-NUM,CLT022,X(20),Character,Y
626,LT,Claims,MIS-23-031-31,MIS23.31,,AH,% missing: NURSING-FACILITY-DAYS (CLT00002),tmsis_clh_rec_lt.nrsng_fac_days_cnt,NURSING-FACILITY-DAYS,CLT149,S9(5),Numeric,Y
627,LT,Claims,MIS-23-032-32,MIS23.32,,AH,% missing: OTHER-INSURANCE-IND (CLT00002),tmsis_clh_rec_lt.othr_insrnc_ind,OTHER-INSURANCE-IND,CLT071,X(1),Character,Y
628,LT,Claims,MIS-23-033-33,MIS23.33,,AH,% missing: OTHER-TPL-COLLECTION (CLT00002),tmsis_clh_rec_lt.othr_tpl_clctn_cd,OTHER-TPL-COLLECTION,CLT072,X(3),Character,Y
629,LT,Claims,MIS-23-034-34,MIS23.34,,AH,% missing: PAYMENT-LEVEL-IND (CLT00002),tmsis_clh_rec_lt.pymt_lvl_ind,PAYMENT-LEVEL-IND,CLT082,X(1),Character,Y
630,LT,Claims,MIS-23-035-35,MIS23.35,,AH,% missing: PATIENT-STATUS (CLT00002),tmsis_clh_rec_lt.ptnt_stus_cd,PATIENT-STATUS,CLT141,X(2),Character,Y
631,LT,Claims,MIS-23-036-36,MIS23.36,,AH,% missing: PLAN-ID-NUMBER (CLT00002),tmsis_clh_rec_lt.plan_id_num,PLAN-ID-NUMBER,CLT080,X(12),Character,Y
632,LT,Claims,MIS-23-037-37,MIS23.37,,AH,% missing: REFERRING-PROV-NPI-NUM (CLT00002),tmsis_clh_rec_lt.rfrg_prvdr_npi_num,REFERRING-PROV-NPI-NUM,CLT136,X(10),Character,Y
633,LT,Claims,MIS-23-038-38,MIS23.38,,AH,% missing: REFERRING-PROV-NUM (CLT00002),tmsis_clh_rec_lt.rfrg_prvdr_num,REFERRING-PROV-NUM,CLT135,X(30),Character,Y
634,LT,Claims,MIS-23-039-39,MIS23.39,,AH,% missing: PROGRAM-TYPE (CLT00002),tmsis_clh_rec_lt.pgm_type_cd,PROGRAM-TYPE,CLT079,X(2),Character,Y
635,LT,Claims,MIS-23-040-40,MIS23.40,,AH,% missing: TOT-ALLOWED-AMT (CLT00002),tmsis_clh_rec_lt.tot_alowd_amt,TOT-ALLOWED-AMT,CLT064,S9(11)V99,Numeric,Y
636,LT,Claims,MIS-23-041-41,MIS23.41,,AH,% missing: TOT-BILLED-AMT (CLT00002),tmsis_clh_rec_lt.tot_bill_amt,TOT-BILLED-AMT,CLT063,S9(11)V99,Numeric,Y
637,LT,Claims,MIS-23-042-42,MIS23.42,,AH,% missing: TOT-MEDICAID-PAID-AMT (CLT00002),tmsis_clh_rec_lt.tot_mdcd_pd_amt,TOT-MEDICAID-PAID-AMT,CLT065,S9(11)V99,Numeric,Y
638,LT,Claims,MIS-23-043-43,MIS23.43,,AH,% missing: TOT-MEDICARE-COINS-AMT (CLT00002),tmsis_clh_rec_lt.tot_mdcr_coinsrnc_amt,TOT-MEDICARE-COINS-AMT,CLT068,S9(11)V99,Numeric,Y
639,LT,Claims,MIS-23-044-44,MIS23.44,,AH,% missing: TOT-MEDICARE-DEDUCTIBLE-AMT (CLT00002),tmsis_clh_rec_lt.tot_mdcr_ddctbl_amt,TOT-MEDICARE-DEDUCTIBLE-AMT,CLT067,S9(11)V99,Numeric,Y
640,LT,Claims,MIS-23-045-45,MIS23.45,,AH,% missing: TOT-OTHER-INSURANCE-AMT (CLT00002),tmsis_clh_rec_lt.tot_othr_insrnc_amt,TOT-OTHER-INSURANCE-AMT,CLT070,S9(11)V99,Numeric,Y
641,LT,Claims,MIS-23-046-46,MIS23.46,,AH,% missing: TOT-TPL-AMT (CLT00002),tmsis_clh_rec_lt.tot_tpl_amt,TOT-TPL-AMT,CLT069,S9(11)V99,Numeric,Y
642,LT,Claims,MIS-23-047-47,MIS23.47,,AH,% missing: TYPE-OF-BILL (CLT00002),tmsis_clh_rec_lt.bill_type_cd,TYPE-OF-BILL,CLT053,X(4),Character,Y
643,LT,Claims,MIS-24-002-2,MIS24.2,,AH,% missing: ALLOWED-AMT (CLT00003),tmsis_cll_rec_lt.alowd_amt,ALLOWED-AMT,CLT205,S9(11)V99,Numeric,Y
644,LT,Claims,MIS-24-003-3,MIS24.3,,AH,% missing: BEGINNING-DATE-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,CLT196,9(8),Numeric,Y
645,LT,Claims,MIS-24-004-4,MIS24.4,,AH,% missing: ENDING-DATE-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.srvc_endg_dt,ENDING-DATE-OF-SERVICE,CLT197,9(8),Numeric,Y
646,LT,Claims,MIS-24-005-5,MIS24.5,,AH,% missing: ICN-ADJ (CLT00003),tmsis_cll_rec_lt.adjstmt_clm_num,ICN-ADJ,CLT189,X(50),Character,Y
647,LT,Claims,MIS-24-006-6,MIS24.6,,AH,% missing: ICN-ORIG (CLT00003),tmsis_cll_rec_lt.orgnl_clm_num,ICN-ORIG,CLT188,X(50),Character,Y
648,LT,Claims,MIS-24-007-7,MIS24.7,,AH,% missing: LINE-NUM-ADJ (CLT00003),tmsis_cll_rec_lt.adjstmt_line_num,LINE-NUM-ADJ,CLT191,X(3),Character,Y
649,LT,Claims,MIS-24-008-8,MIS24.8,,AH,% missing: LINE-NUM-ORIG (CLT00003),tmsis_cll_rec_lt.orgnl_line_num,LINE-NUM-ORIG,CLT190,X(3),Character,Y
650,LT,Claims,MIS-24-009-9,MIS24.9,,AH,% missing: MEDICAID-FFS-EQUIVALENT-AMT (CLT00003),tmsis_cll_rec_lt.mdcd_ffs_equiv_amt,MEDICAID-FFS-EQUIVALENT-AMT,CLT209,S9(11)V99,Numeric,Y
651,LT,Claims,MIS-24-010-10,MIS24.10,,AH,% missing: MEDICAID-PAID-AMT (CLT00003),tmsis_cll_rec_lt.mdcd_pd_amt,MEDICAID-PAID-AMT,CLT208,S9(11)V99,Numeric,Y
652,LT,Claims,MIS-24-011-11,MIS24.11,,AH,% missing: PROV-FACILITY-TYPE (CLT00003),tmsis_cll_rec_lt.prvdr_fac_type_cd,PROV-FACILITY-TYPE,CLT221,X(9),Character,Y
653,LT,Claims,MIS-24-012-12,MIS24.12,,AH,% missing: REVENUE-CHARGE (CLT00003),tmsis_cll_rec_lt.rev_chrg_amt,REVENUE-CHARGE,CLT204,S9(11)V99,Numeric,Y
654,LT,Claims,MIS-24-013-13,MIS24.13,,AH,% missing: REVENUE-CODE (CLT00003),tmsis_cll_rec_lt.rev_cd,REVENUE-CODE,CLT198,X(4),Character,Y
655,LT,Claims,MIS-24-014-14,MIS24.14,,AH,% missing: SERVICING-PROV-NPI-NUM (CLT00003),tmsis_cll_rec_lt.prscrbng_prvdr_npi_num,SERVICING-PROV-NPI-NUM,CLT213,X(10),Character,Y
656,LT,Claims,MIS-24-015-15,MIS24.15,,AH,% missing: SERVICING-PROV-NUM (CLT00003),tmsis_cll_rec_lt.srvcng_prvdr_num,SERVICING-PROV-NUM,CLT212,X(30),Character,Y
657,LT,Claims,MIS-24-016-16,MIS24.16,,AH,% missing: SERVICING-PROV-SPECIALTY (CLT00003),tmsis_cll_rec_lt.srvcng_prvdr_spclty_cd,SERVICING-PROV-SPECIALTY,CLT216,X(2),Character,Y
658,LT,Claims,MIS-24-017-17,MIS24.17,,AH,% missing: SERVICING-PROV-TYPE (CLT00003),tmsis_cll_rec_lt.srvcng_prvdr_type_cd,SERVICING-PROV-TYPE,CLT215,X(2),Character,Y
659,LT,Claims,MIS-24-018-18,MIS24.18,,AH,% missing: TYPE-OF-SERVICE (CLT00003),tmsis_cll_rec_lt.stc_cd,TYPE-OF-SERVICE,CLT211,X(3),Character,Y
660,OT,Claims,MIS-25-001-1,MIS25.1,,AH,% missing: BEGINNING-DATE-OF-SERVICE (COT00002),tmsis_clh_rec_othr_toc.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,COT033,9(8),Numeric,Y
661,OT,Claims,MIS-25-002-2,MIS25.2,,AH,% missing: BENEFICIARY-COINSURANCE-AMOUNT (COT00002),tmsis_clh_rec_othr_toc.bene_coinsrnc_amt,BENEFICIARY-COINSURANCE-AMOUNT,COT130,S9(11)V99,Numeric,Y
662,OT,Claims,MIS-25-003-3,MIS25.3,,AH,% missing: BENEFICIARY-COPAYMENT-AMOUNT (COT00002),tmsis_clh_rec_othr_toc.bene_copmt_amt,BENEFICIARY-COPAYMENT-AMOUNT,COT132,S9(11)V99,Numeric,Y
663,OT,Claims,MIS-25-004-4,MIS25.4,,AH,% missing: BENEFICIARY-DEDUCTIBLE-AMOUNT (COT00002),tmsis_clh_rec_othr_toc.bene_ddctbl_amt,BENEFICIARY-DEDUCTIBLE-AMOUNT,COT134,S9(11)V99,Numeric,Y
664,OT,Claims,MIS-25-005-5,MIS25.5,,AH,% missing: BILLING-PROV-NPI-NUM (COT00002),tmsis_clh_rec_othr_toc.blg_prvdr_npi_num,BILLING-PROV-NPI-NUM,COT113,X(10),Character,Y
665,OT,Claims,MIS-25-006-6,MIS25.6,,AH,% missing: BILLING-PROV-TAXONOMY (COT00002),tmsis_clh_rec_othr_toc.blg_prvdr_txnmy_cd,BILLING-PROV-TAXONOMY,COT114,X(12),Character,Y
666,OT,Claims,MIS-25-007-7,MIS25.7,,AH,% missing: BILLING-PROV-NUM (COT00002),tmsis_clh_rec_othr_toc.blg_prvdr_num,BILLING-PROV-NUM,COT112,X(30),Character,Y
667,OT,Claims,MIS-25-008-8,MIS25.8,,AH,% missing: BILLING-PROV-TYPE (COT00002),tmsis_clh_rec_othr_toc.blg_prvdr_type_cd,BILLING-PROV-TYPE,COT115,X(2),Character,Y
668,OT,Claims,MIS-25-009-9,MIS25.9,,AH,% missing: CLAIM-LINE-COUNT (COT00002),tmsis_clh_rec_othr_toc.cll_cnt,CLAIM-LINE-COUNT,COT070,9(4),Numeric,Y
669,OT,Claims,MIS-25-010-10,MIS25.10,,AH,% missing: CROSSOVER-INDICATOR (COT00002),tmsis_clh_rec_othr_toc.xovr_ind,CROSSOVER-INDICATOR,COT023,X(1),Character,Y
670,OT,Claims,MIS-25-011-11,MIS25.11,,AH,% missing: DIAGNOSIS-CODE-1 (COT00002),tmsis_clh_rec_othr_toc.dgns_1_cd,DIAGNOSIS-CODE-1,COT027,X(7),Character,Y
671,OT,Claims,MIS-25-012-12,MIS25.12,,AH,% missing: DIAGNOSIS-CODE-2 (COT00002),tmsis_clh_rec_othr_toc.dgns_2_cd,DIAGNOSIS-CODE-2,COT030,X(7),Character,Y
672,OT,Claims,MIS-25-013-13,MIS25.13,,AH,% missing: DIAGNOSIS-CODE-FLAG-1 (COT00002),tmsis_clh_rec_othr_toc.dgns_1_cd_ind,DIAGNOSIS-CODE-FLAG-1,COT028,X(1),Character,Y
673,OT,Claims,MIS-25-014-14,MIS25.14,,AH,% missing: DIAGNOSIS-CODE-FLAG-2 (COT00002),tmsis_clh_rec_othr_toc.dgns_2_cd_ind,DIAGNOSIS-CODE-FLAG-2,COT031,X(1),Character,Y
674,OT,Claims,MIS-25-015-15,MIS25.15,,AH,% missing: DIAGNOSIS-POA-FLAG-1 (COT00002),tmsis_clh_rec_othr_toc.dgns_poa_1_cd_ind,DIAGNOSIS-POA-FLAG-1,COT029,X(1),Character,Y
675,OT,Claims,MIS-25-016-16,MIS25.16,,AH,% missing: ENDING-DATE-OF-SERVICE (COT00002),tmsis_clh_rec_othr_toc.srvc_endg_dt,ENDING-DATE-OF-SERVICE,COT034,9(8),Numeric,Y
676,OT,Claims,MIS-25-017-17,MIS25.17,,AH,% missing: FIXED-PAYMENT-IND (COT00002),tmsis_clh_rec_othr_toc.fixd_pymt_ind,FIXED-PAYMENT-IND,COT061,X(1),Character,Y
677,OT,Claims,MIS-25-018-18,MIS25.18,,AH,% missing: HEALTH-HOME-PROV-IND (COT00002),tmsis_clh_rec_othr_toc.hh_prvdr_ind,HEALTH-HOME-PROV-IND,COT109,X(1),Character,Y
678,OT,Claims,MIS-25-019-19,MIS25.19,,AH,% missing: ICN-ADJ (COT00002),tmsis_clh_rec_othr_toc.adjstmt_clm_num,ICN-ADJ,COT020,X(50),Character,Y
679,OT,Claims,MIS-25-020-20,MIS25.20,,AH,% missing: MEDICAID-PAID-DATE (COT00002),tmsis_clh_rec_othr_toc.mdcd_pd_dt,MEDICAID-PAID-DATE,COT036,9(8),Numeric,Y
680,OT,Claims,MIS-25-021-21,MIS25.21,,AH,% missing: ICN-ORIG (COT00002),tmsis_clh_rec_othr_toc.orgnl_clm_num,ICN-ORIG,COT019,X(50),Character,Y
681,OT,Claims,MIS-25-022-22,MIS25.22,,AH,% missing: MSIS-IDENTIFICATION-NUM (COT00002),tmsis_clh_rec_othr_toc.msis_ident_num,MSIS-IDENTIFICATION-NUM,COT022,X(20),Character,Y
682,OT,Claims,MIS-25-023-23,MIS25.23,,AH,% missing: OTHER-INSURANCE-IND (COT00002),tmsis_clh_rec_othr_toc.othr_insrnc_ind,OTHER-INSURANCE-IND,COT057,X(1),Character,Y
683,OT,Claims,MIS-25-024-24,MIS25.24,,AH,% missing: PAYMENT-LEVEL-IND (COT00002),tmsis_clh_rec_othr_toc.pymt_lvl_ind,PAYMENT-LEVEL-IND,COT068,X(1),Character,Y
684,OT,Claims,MIS-25-025-25,MIS25.25,,AH,% missing: OTHER-TPL-COLLECTION (COT00002),tmsis_clh_rec_othr_toc.othr_tpl_clctn_cd,OTHER-TPL-COLLECTION,COT058,X(3),Character,Y
685,OT,Claims,MIS-25-026-26,MIS25.26,,AH,% missing: PLACE-OF-SERVICE (COT00002),tmsis_clh_rec_othr_toc.srvc_plc_cd,PLACE-OF-SERVICE,COT123,X(2),Character,Y
686,OT,Claims,MIS-25-027-27,MIS25.27,,AH,% missing: PLAN-ID-NUMBER (COT00002),tmsis_clh_rec_othr_toc.plan_id_num,PLAN-ID-NUMBER,COT066,X(12),Character,Y
687,OT,Claims,MIS-25-028-28,MIS25.28,,AH,% missing: TOT-BILLED-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_bill_amt,TOT-BILLED-AMT,COT048,S9(11)V99,Numeric,Y
688,OT,Claims,MIS-25-029-29,MIS25.29,,AH,% missing: TOT-ALLOWED-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_alowd_amt,TOT-ALLOWED-AMT,COT049,S9(11)V99,Numeric,Y
689,OT,Claims,MIS-25-030-30,MIS25.30,,AH,% missing: REFERRING-PROV-NPI-NUM (COT00002),tmsis_clh_rec_othr_toc.rfrg_prvdr_npi_num,REFERRING-PROV-NPI-NUM,COT118,X(10),Character,Y
690,OT,Claims,MIS-25-031-31,MIS25.31,,AH,% missing: REFERRING-PROV-NUM (COT00002),tmsis_clh_rec_othr_toc.rfrg_prvdr_num,REFERRING-PROV-NUM,COT117,X(30),Character,Y
691,OT,Claims,MIS-25-032-32,MIS25.32,,AH,% missing: PROGRAM-TYPE (COT00002),tmsis_clh_rec_othr_toc.pgm_type_cd,PROGRAM-TYPE,COT065,X(2),Character,Y
692,OT,Claims,MIS-25-033-33,MIS25.33,,AH,% missing: TOT-MEDICAID-PAID-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_mdcd_pd_amt,TOT-MEDICAID-PAID-AMT,COT050,S9(11)V99,Numeric,Y
693,OT,Claims,MIS-25-034-34,MIS25.34,,AH,% missing: TOT-MEDICARE-COINS-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_mdcr_coinsrnc_amt,TOT-MEDICARE-COINS-AMT,COT053,S9(11)V99,Numeric,Y
694,OT,Claims,MIS-25-035-35,MIS25.35,,AH,% missing: TOT-MEDICARE-DEDUCTIBLE-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_mdcr_ddctbl_amt,TOT-MEDICARE-DEDUCTIBLE-AMT,COT052,S9(11)V99,Numeric,Y
695,OT,Claims,MIS-25-036-36,MIS25.36,,AH,% missing: TOT-OTHER-INSURANCE-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_othr_insrnc_amt,TOT-OTHER-INSURANCE-AMT,COT056,S9(11)V99,Numeric,Y
696,OT,Claims,MIS-25-037-37,MIS25.37,,AH,% missing: TOT-TPL-AMT (COT00002),tmsis_clh_rec_othr_toc.tot_tpl_amt,TOT-TPL-AMT,COT054,S9(11)V99,Numeric,Y
697,OT,Claims,MIS-25-038-38,MIS25.38,,AH,% missing: TYPE-OF-BILL (COT00002),tmsis_clh_rec_othr_toc.bill_type_cd,TYPE-OF-BILL,COT038,X(4),Character,Y
698,OT,Claims,MIS-26-002-2,MIS26.2,,AH,% missing: ALLOWED-AMT (COT00003),tmsis_cll_rec_othr_toc.alowd_amt,ALLOWED-AMT,COT175,S9(11)V99,Numeric,Y
699,OT,Claims,MIS-26-003-3,MIS26.3,,AH,% missing: BEGINNING-DATE-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.srvc_bgnng_dt,BEGINNING-DATE-OF-SERVICE,COT166,9(8),Numeric,Y
700,OT,Claims,MIS-26-004-4,MIS26.4,,AH,% missing: BENEFIT-TYPE (COT00003),tmsis_cll_rec_othr_toc.bnft_type_cd,BENEFIT-TYPE,COT209,X(3),Character,Y
701,OT,Claims,MIS-26-005-5,MIS26.5,,AH,% missing: BILLED-AMT (COT00003),tmsis_cll_rec_othr_toc.bill_amt,BILLED-AMT,COT174,S9(11)V99,Numeric,Y
702,OT,Claims,MIS-26-006-6,MIS26.6,,AH,% missing: COPAY-AMT (COT00003),tmsis_cll_rec_othr_toc.copay_amt,COPAY-AMT,COT176,S9(11)V99,Numeric,Y
703,OT,Claims,MIS-26-007-7,MIS26.7,,AH,% missing: ENDING-DATE-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.srvc_endg_dt,ENDING-DATE-OF-SERVICE,COT167,9(8),Numeric,Y
704,OT,Claims,MIS-26-008-8,MIS26.8,,AH,% missing: HCBS-SERVICE-CODE (COT00003),tmsis_cll_rec_othr_toc.hcpcs_srvc_cd,HCBS-SERVICE-CODE,COT187,X(1),Character,Y
705,OT,Claims,MIS-26-009-9,MIS26.9,,AH,% missing: HCBS-TAXONOMY (COT00003),tmsis_cll_rec_othr_toc.hcpcs_txnmy_cd,HCBS-TAXONOMY,COT188,X(5),Character,Y
706,OT,Claims,MIS-26-010-10,MIS26.10,,AH,% missing: HCPCS-RATE (COT00003),tmsis_cll_rec_othr_toc.hcpcs_rate,HCPCS-RATE,COT220,X(14),Character,Y
707,OT,Claims,MIS-26-011-11,MIS26.11,,AH,% missing: ICN-ADJ (COT00003),tmsis_cll_rec_othr_toc.adjstmt_clm_num,ICN-ADJ,COT159,X(50),Character,Y
708,OT,Claims,MIS-26-012-12,MIS26.12,,AH,% missing: ICN-ORIG (COT00003),tmsis_cll_rec_othr_toc.orgnl_clm_num,ICN-ORIG,COT158,X(50),Character,Y
709,OT,Claims,MIS-26-013-13,MIS26.13,,AH,% missing: LINE-NUM-ADJ (COT00003),tmsis_cll_rec_othr_toc.adjstmt_line_num,LINE-NUM-ADJ,COT161,X(3),Character,Y
710,OT,Claims,MIS-26-014-14,MIS26.14,,AH,% missing: LINE-NUM-ORIG (COT00003),tmsis_cll_rec_othr_toc.orgnl_line_num,LINE-NUM-ORIG,COT160,X(3),Character,Y
711,OT,Claims,MIS-26-015-15,MIS26.15,,AH,% missing: MEDICAID-FFS-EQUIVALENT-AMT (COT00003),tmsis_cll_rec_othr_toc.mdcd_ffs_equiv_amt,MEDICAID-FFS-EQUIVALENT-AMT,COT179,S9(11)V99,Numeric,Y
712,OT,Claims,MIS-26-016-16,MIS26.16,,AH,% missing: MEDICAID-PAID-AMT (COT00003),tmsis_cll_rec_othr_toc.mdcd_pd_amt,MEDICAID-PAID-AMT,COT178,S9(11)V99,Numeric,Y
713,OT,Claims,MIS-26-017-17,MIS26.17,,AH,% missing: MEDICARE-PAID-AMT (COT00003),tmsis_cll_rec_othr_toc.mdcr_pd_amt,MEDICARE-PAID-AMT,COT182,S9(11)V99,Numeric,Y
714,OT,Claims,MIS-26-018-18,MIS26.18,,AH,% missing: MSIS-IDENTIFICATION-NUM (COT00003),tmsis_cll_rec_othr_toc.msis_ident_num,MSIS-IDENTIFICATION-NUM,COT157,X(20),Character,Y
715,OT,Claims,MIS-26-019-19,MIS26.19,,AH,% missing: OTHER-INSURANCE-AMT (COT00003),tmsis_cll_rec_othr_toc.othr_insrnc_amt,OTHER-INSURANCE-AMT,COT213,S9(11)V99,Numeric,Y
716,OT,Claims,MIS-26-020-20,MIS26.20,,AH,% missing: OT-RX-CLAIM-QUANTITY-ACTUAL (COT00003),tmsis_cll_rec_othr_toc.othr_toc_rx_clm_actl_qty,OT-RX-CLAIM-QUANTITY-ACTUAL,COT183,S9(6)V999,Numeric,Y
717,OT,Claims,MIS-26-021-21,MIS26.21,,AH,% missing: PROCEDURE-CODE (COT00003),tmsis_cll_rec_othr_toc.prcdr_cd,PROCEDURE-CODE,COT169,X(8),Character,Y
718,OT,Claims,MIS-26-022-22,MIS26.22,,AH,% missing: PROCEDURE-CODE-FLAG (COT00003),tmsis_cll_rec_othr_toc.prcdr_cd_ind,PROCEDURE-CODE-FLAG,COT171,X(2),Character,Y
719,OT,Claims,MIS-26-023-23,MIS26.23,,AH,% missing: PROCEDURE-CODE-MOD-1 (COT00003),tmsis_cll_rec_othr_toc.prcdr_1_mdfr_cd,PROCEDURE-CODE-MOD-1,COT172,X(2),Character,Y
720,OT,Claims,MIS-26-024-24,MIS26.24,,AH,% missing: PROCEDURE-CODE-MOD-2 (COT00003),tmsis_cll_rec_othr_toc.prcdr_2_mdfr_cd,PROCEDURE-CODE-MOD-2,COT227,X(2),Character,Y
721,OT,Claims,MIS-26-025-25,MIS26.25,,AH,% missing: REVENUE-CODE (COT00003),tmsis_cll_rec_othr_toc.rev_cd,REVENUE-CODE,COT168,X(4),Character,Y
722,OT,Claims,MIS-26-026-26,MIS26.26,,AH,% missing: SERVICING-PROV-NPI-NUM (COT00003),tmsis_cll_rec_othr_toc.prscrbng_prvdr_npi_num,SERVICING-PROV-NPI-NUM,COT190,X(10),Character,Y
723,OT,Claims,MIS-26-027-27,MIS26.27,,AH,% missing: SERVICING-PROV-NUM (COT00003),tmsis_cll_rec_othr_toc.srvcng_prvdr_num,SERVICING-PROV-NUM,COT189,X(30),Character,Y
724,OT,Claims,MIS-26-028-28,MIS26.28,,AH,% missing: SERVICING-PROV-SPECIALTY (COT00003),tmsis_cll_rec_othr_toc.srvcng_prvdr_spclty_cd,SERVICING-PROV-SPECIALTY,COT193,X(2),Character,Y
725,OT,Claims,MIS-26-029-29,MIS26.29,,AH,% missing: SERVICING-PROV-TYPE (COT00003),tmsis_cll_rec_othr_toc.srvcng_prvdr_type_cd,SERVICING-PROV-TYPE,COT192,X(2),Character,Y
726,OT,Claims,MIS-26-030-30,MIS26.30,,AH,% missing: TPL-AMT (COT00003),tmsis_cll_rec_othr_toc.tpl_amt,TPL-AMT,COT177,S9(11)V99,Numeric,Y
727,OT,Claims,MIS-26-031-31,MIS26.31,,AH,% missing: TYPE-OF-SERVICE (COT00003),tmsis_cll_rec_othr_toc.stc_cd,TYPE-OF-SERVICE,COT186,X(3),Character,Y
728,RX,Claims,MIS-27-001-1,MIS27.1,,AH,% missing: BENEFICIARY-COINSURANCE-AMOUNT (CRX00002),tmsis_clh_rec_rx.bene_coinsrnc_amt,BENEFICIARY-COINSURANCE-AMOUNT,CRX087,S9(11)V99,Numeric,Y
729,RX,Claims,MIS-27-002-2,MIS27.2,,AH,% missing: BENEFICIARY-COPAYMENT-AMOUNT (CRX00002),tmsis_clh_rec_rx.bene_copmt_amt,BENEFICIARY-COPAYMENT-AMOUNT,CRX089,S9(11)V99,Numeric,Y
730,RX,Claims,MIS-27-003-3,MIS27.3,,AH,% missing: BENEFICIARY-DEDUCTIBLE-AMOUNT (CRX00002),tmsis_clh_rec_rx.bene_ddctbl_amt,BENEFICIARY-DEDUCTIBLE-AMOUNT,CRX092,S9(11)V99,Numeric,Y
731,RX,Claims,MIS-27-004-4,MIS27.4,,AH,% missing: BILLING-PROV-NPI-NUM (CRX00002),tmsis_clh_rec_rx.blg_prvdr_npi_num,BILLING-PROV-NPI-NUM,CRX071,X(10),Character,Y
732,RX,Claims,MIS-27-005-5,MIS27.5,,AH,% missing: BILLING-PROV-NUM (CRX00002),tmsis_clh_rec_rx.blg_prvdr_num,BILLING-PROV-NUM,CRX070,X(30),Character,Y
733,RX,Claims,MIS-27-006-6,MIS27.6,,AH,% missing: CLAIM-LINE-COUNT (CRX00002),tmsis_clh_rec_rx.cll_cnt,CLAIM-LINE-COUNT,CRX060,9(4),Numeric,Y
734,RX,Claims,MIS-27-007-7,MIS27.7,,AH,% missing: COMPOUND-DRUG-IND (CRX00002),tmsis_clh_rec_rx.cmpnd_drug_ind,COMPOUND-DRUG-IND,CRX086,X(1),Character,Y
735,RX,Claims,MIS-27-008-8,MIS27.8,,AH,% missing: CROSSOVER-INDICATOR (CRX00002),tmsis_clh_rec_rx.xovr_ind,CROSSOVER-INDICATOR,CRX023,X(1),Character,Y
736,RX,Claims,MIS-27-009-9,MIS27.9,,AH,% missing: DATE-PRESCRIBED (CRX00002),tmsis_clh_rec_rx.prscrbd_dt,DATE-PRESCRIBED,CRX084,9(8),Numeric,Y
737,RX,Claims,MIS-27-010-10,MIS27.10,,AH,% missing: DISPENSING-PRESCRIPTION-DRUG-PROV-NUM (CRX00002),tmsis_clh_rec_rx.dspnsng_pd_prvdr_num,DISPENSING-PRESCRIPTION-DRUG-PROV-NUM,CRX156,X(30),Character,Y
738,RX,Claims,MIS-27-011-11,MIS27.11,,AH,% missing: DISPENSING-PRESCRIPTION-DRUG-PROV-NPI (CRX00002),tmsis_clh_rec_rx.dspnsng_pd_prvdr_npi_num,DISPENSING-PRESCRIPTION-DRUG-PROV-NPI,CRX102,X(10),Character,Y
739,RX,Claims,MIS-27-012-12,MIS27.12,,AH,% missing: FIXED-PAYMENT-IND (CRX00002),tmsis_clh_rec_rx.fixd_pymt_ind,FIXED-PAYMENT-IND,CRX052,X(1),Character,Y
740,RX,Claims,MIS-27-013-13,MIS27.13,,AH,% missing: ICN-ADJ (CRX00002),tmsis_clh_rec_rx.adjstmt_clm_num,ICN-ADJ,CRX020,X(50),Character,Y
741,RX,Claims,MIS-27-014-14,MIS27.14,,AH,% missing: MEDICAID-PAID-DATE (CRX00002),tmsis_clh_rec_rx.mdcd_pd_dt,MEDICAID-PAID-DATE,CRX028,9(8),Numeric,Y
742,RX,Claims,MIS-27-015-15,MIS27.15,,AH,% missing: ICN-ORIG (CRX00002),tmsis_clh_rec_rx.orgnl_clm_num,ICN-ORIG,CRX019,X(50),Character,Y
