DE_NO,DATA_ELEMENT_NAME,SIZE,START POSITION,STOP POSITION,FILE NAME,FILE SEGMENT (with RECORD-ID)
ELG235,1115A-END-DATE,9(8),51,58,ELIGIBLE,1115A-DEMONSTRATION-INFORMATION-ELG00018
ELG236,STATE-NOTATION,X(500),59,558,ELIGIBLE,1115A-DEMONSTRATION-INFORMATION-ELG00018
ELG237,FILLER,X(442),559,1000,ELIGIBLE,1115A-DEMONSTRATION-INFORMATION-ELG00018
ELG238,RECORD-ID,X(8),1,8,ELIGIBLE,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME-ELG00020
ELG239,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME-ELG00020
ELG240,RECORD-NUMBER,9(11),11,21,ELIGIBLE,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME-ELG00020
ELG241,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME-ELG00020
ELG242,HCBS-CHRONIC-CONDITION-NON-HEALTH-HOME-CODE,X(3),42,44,ELIGIBLE,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME-ELG00020
ELG243,HCBS-CHRONIC-CONDITION-NON-HEALTH-HOME-EFF-DATE,9(8),45,52,ELIGIBLE,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME-ELG00020
ELG244,HCBS-CHRONIC-CONDITION-NON-HEALTH-HOME-END-DATE,9(8),53,60,ELIGIBLE,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME-ELG00020
ELG245,STATE-NOTATION,X(500),61,560,ELIGIBLE,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME-ELG00020
ELG246,FILLER,X(440),561,1000,ELIGIBLE,HCBS-CHRONIC-CONDITIONS-NON-HEALTH-HOME-ELG00020
ELG248,RECORD-ID,X(8),1,8,ELIGIBLE,Enrollment-Time-Span-Segment-ELG00021
ELG249,SUBMITTING-STATE,X(2),9,10,ELIGIBLE,Enrollment-Time-Span-Segment-ELG00021
ELG250,RECORD-NUMBER,9(11),11,21,ELIGIBLE,Enrollment-Time-Span-Segment-ELG00021
ELG251,MSIS-IDENTIFICATION-NUM,X(20),22,41,ELIGIBLE,Enrollment-Time-Span-Segment-ELG00021
ELG252,ENROLLMENT-TYPE,X(1),42,42,ELIGIBLE,Enrollment-Time-Span-Segment-ELG00021
ELG253,ENROLLMENT-EFF-DATE,9(8),43,50,ELIGIBLE,Enrollment-Time-Span-Segment-ELG00021
ELG254,ENROLLMENT-END-DATE,9(8),51,58,ELIGIBLE,Enrollment-Time-Span-Segment-ELG00021
ELG255,STATE-NOTATION,X(500),59,558,ELIGIBLE,Enrollment-Time-Span-Segment-ELG00021
ELG256,FILLER,X(442),559,1000,ELIGIBLE,Enrollment-Time-Span-Segment-ELG00021
MCR001,RECORD-ID,X(8),1,8,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR002,DATA-DICTIONARY-VERSION,X(10),9,18,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR003,SUBMISSION-TRANSACTION-TYPE,X(1),19,19,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR004,FILE-ENCODING-SPECIFICATION,X(3),20,22,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR005,DATA-MAPPING-DOCUMENT-VERSION,X(9),23,31,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR006,FILE-NAME,X(8),32,39,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR007,SUBMITTING-STATE,X(2),40,41,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR008,DATE-FILE-CREATED,9(8),42,49,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR009,START-OF-TIME-PERIOD,9(8),50,57,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR010,END-OF-TIME-PERIOD,9(8),58,65,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR011,FILE-STATUS-INDICATOR,X(1),66,66,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR013,TOT-REC-CNT,9(11),67,77,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR112,SEQUENCE-NUMBER,X(4),78,81,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR014,STATE-NOTATION,X(500),82,581,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR012,FILLER,X(419),582,1000,MNGDCARE,FILE-HEADER-RECORD-MANAGED-CARE-MCR00001
MCR016,RECORD-ID,X(8),1,8,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR017,SUBMITTING-STATE,X(2),9,10,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR018,RECORD-NUMBER,9(11),11,21,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR019,STATE-PLAN-ID-NUM,X(12),22,33,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR020,MANAGED-CARE-CONTRACT-EFF-DATE,9(8),34,41,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR021,MANAGED-CARE-CONTRACT-END-DATE,9(8),42,49,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR022,MANAGED-CARE-NAME,X(55),50,104,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR023,MANAGED-CARE-PROGRAM,X(1),105,105,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR024,MANAGED-CARE-PLAN-TYPE,X(2),106,107,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR025,REIMBURSEMENT-ARRANGEMENT,X(2),108,109,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR026,MANAGED-CARE-PROFIT-STATUS,X(2),110,111,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR027,CORE-BASED-STATISTICAL-AREA-CODE,X(1),112,112,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR028,PERCENT-BUSINESS,9(3),113,115,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR029,MANAGED-CARE-SERVICE-AREA,X(1),116,116,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR030,MANAGED-CARE-MAIN-REC-EFF-DATE,9(8),117,124,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR031,MANAGED-CARE-MAIN-REC-END-DATE,9(8),125,132,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR032,STATE-NOTATION,X(500),133,632,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR033,FILLER,X(368),633,1000,MNGDCARE,MANAGED-CARE-MAIN-MCR00002
MCR034,RECORD-ID,X(8),1,8,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR035,SUBMITTING-STATE,X(2),9,10,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR036,RECORD-NUMBER,9(11),11,21,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR037,STATE-PLAN-ID-NUM,X(12),22,33,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR038,MANAGED-CARE-LOCATION-ID,X(15),34,48,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR039,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-EFF-DATE,9(8),49,56,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR040,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-END-DATE,9(8),57,64,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR041,MANAGED-CARE-ADDR-TYPE,X(1),65,65,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR042,MANAGED-CARE-ADDR-LN1,X(60),66,125,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR043,MANAGED-CARE-ADDR-LN2,X(60),126,185,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR044,MANAGED-CARE-ADDR-LN3,X(60),186,245,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR045,MANAGED-CARE-CITY,X(28),246,273,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR046,MANAGED-CARE-STATE,X(2),274,275,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR047,MANAGED-CARE-ZIP-CODE,X(9),276,284,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR048,MANAGED-CARE-COUNTY,X(3),285,287,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR049,MANAGED-CARE-TELEPHONE,X(10),288,297,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR050,MANAGED-CARE-EMAIL,X(60),298,357,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR051,MANAGED-CARE-FAX-NUMBER,X(10),358,367,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR052,STATE-NOTATION,X(500),368,867,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR053,FILLER,X(133),868,1000,MNGDCARE,MANAGED-CARE-LOCATION-AND-CONTACT-INFO-MCR00003
MCR054,RECORD-ID,X(8),1,8,MNGDCARE,MANAGED-CARE-SERVICE-AREA-MCR00004
MCR055,SUBMITTING-STATE,X(2),9,10,MNGDCARE,MANAGED-CARE-SERVICE-AREA-MCR00004
MCR056,RECORD-NUMBER,9(11),11,21,MNGDCARE,MANAGED-CARE-SERVICE-AREA-MCR00004
MCR057,STATE-PLAN-ID-NUM,X(12),22,33,MNGDCARE,MANAGED-CARE-SERVICE-AREA-MCR00004
MCR058,MANAGED-CARE-SERVICE-AREA-NAME,X(30),34,63,MNGDCARE,MANAGED-CARE-SERVICE-AREA-MCR00004
MCR059,MANAGED-CARE-SERVICE-AREA-EFF-DATE,9(8),64,71,MNGDCARE,MANAGED-CARE-SERVICE-AREA-MCR00004
MCR060,MANAGED-CARE-SERVICE-AREA-END-DATE,9(8),72,79,MNGDCARE,MANAGED-CARE-SERVICE-AREA-MCR00004
MCR061,STATE-NOTATION,X(500),80,579,MNGDCARE,MANAGED-CARE-SERVICE-AREA-MCR00004
MCR062,FILLER,X(421),580,1000,MNGDCARE,MANAGED-CARE-SERVICE-AREA-MCR00004
MCR063,RECORD-ID,X(8),1,8,MNGDCARE,MANAGED-CARE-OPERATING-AUTHORITY-MCR00005
MCR064,SUBMITTING-STATE,X(2),9,10,MNGDCARE,MANAGED-CARE-OPERATING-AUTHORITY-MCR00005
MCR065,RECORD-NUMBER,9(11),11,21,MNGDCARE,MANAGED-CARE-OPERATING-AUTHORITY-MCR00005
MCR066,STATE-PLAN-ID-NUM,X(12),22,33,MNGDCARE,MANAGED-CARE-OPERATING-AUTHORITY-MCR00005
MCR067,OPERATING-AUTHORITY,X(2),34,35,MNGDCARE,MANAGED-CARE-OPERATING-AUTHORITY-MCR00005
MCR068,WAIVER-ID,X(20),36,55,MNGDCARE,MANAGED-CARE-OPERATING-AUTHORITY-MCR00005
MCR069,MANAGED-CARE-OP-AUTHORITY-EFF-DATE,9(8),56,63,MNGDCARE,MANAGED-CARE-OPERATING-AUTHORITY-MCR00005
MCR070,MANAGED-CARE-OP-AUTHORITY-END-DATE,9(8),64,71,MNGDCARE,MANAGED-CARE-OPERATING-AUTHORITY-MCR00005
MCR071,STATE-NOTATION,X(500),72,571,MNGDCARE,MANAGED-CARE-OPERATING-AUTHORITY-MCR00005
MCR072,FILLER,X(429),572,1000,MNGDCARE,MANAGED-CARE-OPERATING-AUTHORITY-MCR00005
MCR073,RECORD-ID,X(8),1,8,MNGDCARE,MANAGED-CARE-PLAN-POPULATION-ENROLLED-MCR00006
MCR074,SUBMITTING-STATE,X(2),9,10,MNGDCARE,MANAGED-CARE-PLAN-POPULATION-ENROLLED-MCR00006
MCR075,RECORD-NUMBER,9(11),11,21,MNGDCARE,MANAGED-CARE-PLAN-POPULATION-ENROLLED-MCR00006
MCR076,STATE-PLAN-ID-NUM,X(12),22,33,MNGDCARE,MANAGED-CARE-PLAN-POPULATION-ENROLLED-MCR00006
MCR077,MANAGED-CARE-PLAN-POP,9(2),34,35,MNGDCARE,MANAGED-CARE-PLAN-POPULATION-ENROLLED-MCR00006
MCR078,MANAGED-CARE-PLAN-POP-EFF-DATE,9(8),36,43,MNGDCARE,MANAGED-CARE-PLAN-POPULATION-ENROLLED-MCR00006
MCR079,MANAGED-CARE-PLAN-POP-END-DATE,9(8),44,51,MNGDCARE,MANAGED-CARE-PLAN-POPULATION-ENROLLED-MCR00006
MCR080,STATE-NOTATION,X(500),52,551,MNGDCARE,MANAGED-CARE-PLAN-POPULATION-ENROLLED-MCR00006
MCR081,FILLER,X(449),552,1000,MNGDCARE,MANAGED-CARE-PLAN-POPULATION-ENROLLED-MCR00006
MCR082,RECORD-ID,X(8),1,8,MNGDCARE,MANAGED-CARE-ACCREDITATION-ORGANIZATION-MCR00007
MCR083,SUBMITTING-STATE,X(2),9,10,MNGDCARE,MANAGED-CARE-ACCREDITATION-ORGANIZATION-MCR00007
MCR084,RECORD-NUMBER,9(11),11,21,MNGDCARE,MANAGED-CARE-ACCREDITATION-ORGANIZATION-MCR00007
MCR085,STATE-PLAN-ID-NUM,X(12),22,33,MNGDCARE,MANAGED-CARE-ACCREDITATION-ORGANIZATION-MCR00007
MCR086,ACCREDITATION-ORGANIZATION,X(2),34,35,MNGDCARE,MANAGED-CARE-ACCREDITATION-ORGANIZATION-MCR00007
MCR087,DATE-ACCREDITATION-ACHIEVED,9(8),36,43,MNGDCARE,MANAGED-CARE-ACCREDITATION-ORGANIZATION-MCR00007
MCR088,DATE-ACCREDITATION-END,9(8),44,51,MNGDCARE,MANAGED-CARE-ACCREDITATION-ORGANIZATION-MCR00007
MCR089,STATE-NOTATION,X(500),52,551,MNGDCARE,MANAGED-CARE-ACCREDITATION-ORGANIZATION-MCR00007
MCR090,FILLER,X(449),552,1000,MNGDCARE,MANAGED-CARE-ACCREDITATION-ORGANIZATION-MCR00007
MCR091,RECORD-ID,X(8),1,8,MNGDCARE,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-MCR00008
MCR092,SUBMITTING-STATE,X(2),9,10,MNGDCARE,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-MCR00008
MCR093,RECORD-NUMBER,9(11),11,21,MNGDCARE,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-MCR00008
MCR094,STATE-PLAN-ID-NUM,X(12),22,33,MNGDCARE,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-MCR00008
MCR095,NATIONAL-HEALTH-CARE-ENTITY-ID,X(10),34,43,MNGDCARE,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-MCR00008
MCR096,NATIONAL-HEALTH-CARE-ENTITY-ID-TYPE,X(1),44,44,MNGDCARE,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-MCR00008
MCR097,NATIONAL-HEALTH-CARE-ENTITY-NAME,X(50),45,94,MNGDCARE,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-MCR00008
MCR098,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-EFF-DATE,9(8),95,102,MNGDCARE,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-MCR00008
MCR099,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-END-DATE,9(8),103,110,MNGDCARE,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-MCR00008
MCR100,STATE-NOTATION,X(500),111,610,MNGDCARE,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-MCR00008
MCR101,FILLER,X(390),611,1000,MNGDCARE,NATIONAL-HEALTH-CARE-ENTITY-ID-INFO-MCR00008
MCR102,RECORD-ID,X(8),1,8,MNGDCARE,CHPID-SHPID-RELATIONSHIPS-MCR00009
MCR103,SUBMITTING-STATE,X(2),9,10,MNGDCARE,CHPID-SHPID-RELATIONSHIPS-MCR00009
MCR104,RECORD-NUMBER,9(11),11,21,MNGDCARE,CHPID-SHPID-RELATIONSHIPS-MCR00009
MCR105,STATE-PLAN-ID-NUM,X(12),22,33,MNGDCARE,CHPID-SHPID-RELATIONSHIPS-MCR00009
MCR106,CHPID,X(10),34,43,MNGDCARE,CHPID-SHPID-RELATIONSHIPS-MCR00009
MCR107,SHPID,X(10),44,53,MNGDCARE,CHPID-SHPID-RELATIONSHIPS-MCR00009
MCR108,CHPID-SHPID-RELATIONSHIP-EFF-DATE,9(8),54,61,MNGDCARE,CHPID-SHPID-RELATIONSHIPS-MCR00009
MCR109,CHPID-SHPID-RELATIONSHIP-END-DATE,9(8),62,69,MNGDCARE,CHPID-SHPID-RELATIONSHIPS-MCR00009
MCR110,STATE-NOTATION,X(500),70,569,MNGDCARE,CHPID-SHPID-RELATIONSHIPS-MCR00009
MCR111,FILLER,X(431),570,1000,MNGDCARE,CHPID-SHPID-RELATIONSHIPS-MCR00009
PRV001,RECORD-ID,X(8),1,8,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV002,DATA-DICTIONARY-VERSION,X(10),9,18,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV003,SUBMISSION-TRANSACTION-TYPE,X(1),19,19,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV004,FILE-ENCODING-SPECIFICATION,X(3),20,22,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV005,DATA-MAPPING-DOCUMENT-VERSION,X(9),23,31,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV006,FILE-NAME,X(8),32,39,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV007,SUBMITTING-STATE,X(2),40,41,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV008,DATE-FILE-CREATED,9(8),42,49,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV009,START-OF-TIME-PERIOD,9(8),50,57,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV010,END-OF-TIME-PERIOD,9(8),58,65,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV011,FILE-STATUS-INDICATOR,X(1),66,66,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV013,TOT-REC-CNT,9(11),67,77,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV138,SEQUENCE-NUMBER,X(4),78,81,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV014,STATE-NOTATION,X(500),82,581,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV012,FILLER,X(519),582,1100,PROVIDER,FILE-HEADER-RECORD-PROVIDER-PRV00001
PRV016,RECORD-ID,X(8),1,8,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV017,SUBMITTING-STATE,X(2),9,10,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV018,RECORD-NUMBER,9(11),11,21,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV019,SUBMITTING-STATE-PROV-ID,X(30),22,51,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV020,PROV-ATTRIBUTES-EFF-DATE,9(8),52,59,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV021,PROV-ATTRIBUTES-END-DATE,9(8),60,67,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV022,PROV-DOING-BUSINESS-AS-NAME,X(100),68,167,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV023,PROV-LEGAL-NAME,X(100),168,267,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV024,PROV-ORGANIZATION-NAME,X(60),268,327,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV025,PROV-TAX-NAME,X(100),328,427,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV026,FACILITY-GROUP-INDIVIDUAL-CODE,X(2),428,429,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV027,TEACHING-IND,X(1),430,430,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV028,PROV-FIRST-NAME,X(30),431,460,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV029,PROV-MIDDLE-INITIAL,X(1),461,461,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV030,PROV-LAST-NAME,X(30),462,491,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV031,SEX,X(1),492,492,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV032,OWNERSHIP-CODE,X(2),493,494,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV033,PROV-PROFIT-STATUS,X(2),495,496,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV034,DATE-OF-BIRTH,9(8),497,504,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV035,DATE-OF-DEATH,9(8),505,512,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV036,ACCEPTING-NEW-PATIENTS-IND,X(1),513,513,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV037,STATE-NOTATION,X(500),514,1013,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV038,FILLER,X(87),1014,1100,PROVIDER,PROV-ATTRIBUTES-MAIN-PRV00002
PRV039,RECORD-ID,X(8),1,8,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV040,SUBMITTING-STATE,X(2),9,10,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV041,RECORD-NUMBER,9(11),11,21,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV042,SUBMITTING-STATE-PROV-ID,X(30),22,51,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV043,PROV-LOCATION-ID,X(5),52,56,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV044,PROV-LOCATION-AND-CONTACT-INFO-EFF-DATE,9(8),57,64,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV045,PROV-LOCATION-AND-CONTACT-INFO-END-DATE,9(8),65,72,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV046,PROV-ADDR-TYPE,X(1),73,73,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV047,ADDR-LN1,X(60),74,133,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV048,ADDR-LN2,X(60),134,193,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV049,ADDR-LN3,X(60),194,253,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV050,ADDR-CITY,X(28),254,281,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV051,ADDR-STATE,X(2),282,283,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV052,ADDR-ZIP-CODE,X(9),284,292,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV053,ADDR-TELEPHONE,X(10),293,302,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV054,ADDR-EMAIL,X(60),303,362,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV055,ADDR-FAX-NUM,X(10),363,372,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV056,ADDR-BORDER-STATE-IND,X(1),373,373,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV057,ADDR-COUNTY,X(3),374,376,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV058,STATE-NOTATION,X(500),377,876,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV059,FILLER,X(224),877,1100,PROVIDER,PROV-LOCATION-AND-CONTACT-INFO-PRV00003
PRV060,RECORD-ID,X(8),1,8,PROVIDER,PROV-LICENSING-INFO-PRV00004
PRV061,SUBMITTING-STATE,X(2),9,10,PROVIDER,PROV-LICENSING-INFO-PRV00004
PRV062,RECORD-NUMBER,9(11),11,21,PROVIDER,PROV-LICENSING-INFO-PRV00004
PRV063,SUBMITTING-STATE-PROV-ID,X(30),22,51,PROVIDER,PROV-LICENSING-INFO-PRV00004
PRV064,PROV-LOCATION-ID,X(5),52,56,PROVIDER,PROV-LICENSING-INFO-PRV00004
PRV065,PROV-LICENSE-EFF-DATE,9(8),57,64,PROVIDER,PROV-LICENSING-INFO-PRV00004
PRV066,PROV-LICENSE-END-DATE,9(8),65,72,PROVIDER,PROV-LICENSING-INFO-PRV00004
PRV067,LICENSE-TYPE,X(1),73,73,PROVIDER,PROV-LICENSING-INFO-PRV00004
PRV068,LICENSE-ISSUING-ENTITY-ID,X(60),74,133,PROVIDER,PROV-LICENSING-INFO-PRV00004
PRV069,LICENSE-OR-ACCREDITATION-NUMBER,X(20),134,153,PROVIDER,PROV-LICENSING-INFO-PRV00004
PRV070,STATE-NOTATION,X(500),154,653,PROVIDER,PROV-LICENSING-INFO-PRV00004
PRV071,FILLER,X(447),654,1100,PROVIDER,PROV-LICENSING-INFO-PRV00004
PRV072,RECORD-ID,X(8),1,8,PROVIDER,PROV-IDENTIFIERS-PRV00005
PRV073,SUBMITTING-STATE,X(2),9,10,PROVIDER,PROV-IDENTIFIERS-PRV00005
PRV074,RECORD-NUMBER,9(11),11,21,PROVIDER,PROV-IDENTIFIERS-PRV00005
PRV075,SUBMITTING-STATE-PROV-ID,X(30),22,51,PROVIDER,PROV-IDENTIFIERS-PRV00005
PRV076,PROV-LOCATION-ID,X(5),52,56,PROVIDER,PROV-IDENTIFIERS-PRV00005
PRV077,PROV-IDENTIFIER-TYPE,X(1),57,57,PROVIDER,PROV-IDENTIFIERS-PRV00005
PRV078,PROV-IDENTIFIER-ISSUING-ENTITY-ID,X(18),58,75,PROVIDER,PROV-IDENTIFIERS-PRV00005
PRV079,PROV-IDENTIFIER-EFF-DATE,9(8),76,83,PROVIDER,PROV-IDENTIFIERS-PRV00005
PRV080,PROV-IDENTIFIER-END-DATE,9(8),84,91,PROVIDER,PROV-IDENTIFIERS-PRV00005
PRV081,PROV-IDENTIFIER,X(12),92,103,PROVIDER,PROV-IDENTIFIERS-PRV00005
PRV082,STATE-NOTATION,X(500),104,603,PROVIDER,PROV-IDENTIFIERS-PRV00005
PRV083,FILLER,X(497),604,1100,PROVIDER,PROV-IDENTIFIERS-PRV00005
PRV084,RECORD-ID,X(8),1,8,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
PRV085,SUBMITTING-STATE,X(2),9,10,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
PRV086,RECORD-NUMBER,9(11),11,21,PROVIDER,PROV-TAXONOMY-CLASSIFICATION-PRV00006
