Code,Type,Definition
O3491,ICD-10-CM,"Maternal care for abnormality of pelvic organ, unspecified, first trimester"
O3492,ICD-10-CM,"Maternal care for abnormality of pelvic organ, unspecified, second trimester"
O3493,ICD-10-CM,"Maternal care for abnormality of pelvic organ, unspecified, third trimester"
O350XX0,ICD-10-CM,"Maternal care for (suspected) central nervous system malformation in fetus, not applicable or unspecified"
O350XX1,ICD-10-CM,"Maternal care for (suspected) central nervous system malformation in fetus, fetus 1"
O350XX2,ICD-10-CM,"Maternal care for (suspected) central nervous system malformation in fetus, fetus 2"
O350XX3,ICD-10-CM,"Maternal care for (suspected) central nervous system malformation in fetus, fetus 3"
O350XX4,ICD-10-CM,"Maternal care for (suspected) central nervous system malformation in fetus, fetus 4"
O350XX5,ICD-10-CM,"Maternal care for (suspected) central nervous system malformation in fetus, fetus 5"
O350XX9,ICD-10-CM,"Maternal care for (suspected) central nervous system malformation in fetus, other fetus"
O351XX0,ICD-10-CM,"Maternal care for (suspected) chromosomal abnormality in fetus, not applicable or unspecified"
O351XX1,ICD-10-CM,"Maternal care for (suspected) chromosomal abnormality in fetus, fetus 1"
O351XX2,ICD-10-CM,"Maternal care for (suspected) chromosomal abnormality in fetus, fetus 2"
O351XX3,ICD-10-CM,"Maternal care for (suspected) chromosomal abnormality in fetus, fetus 3"
O351XX4,ICD-10-CM,"Maternal care for (suspected) chromosomal abnormality in fetus, fetus 4"
O351XX5,ICD-10-CM,"Maternal care for (suspected) chromosomal abnormality in fetus, fetus 5"
O351XX9,ICD-10-CM,"Maternal care for (suspected) chromosomal abnormality in fetus, other fetus"
O352XX0,ICD-10-CM,"Maternal care for (suspected) hereditary disease in fetus, not applicable or unspecified"
O352XX1,ICD-10-CM,"Maternal care for (suspected) hereditary disease in fetus, fetus 1"
O352XX2,ICD-10-CM,"Maternal care for (suspected) hereditary disease in fetus, fetus 2"
O352XX3,ICD-10-CM,"Maternal care for (suspected) hereditary disease in fetus, fetus 3"
O352XX4,ICD-10-CM,"Maternal care for (suspected) hereditary disease in fetus, fetus 4"
O352XX5,ICD-10-CM,"Maternal care for (suspected) hereditary disease in fetus, fetus 5"
O352XX9,ICD-10-CM,"Maternal care for (suspected) hereditary disease in fetus, other fetus"
O353XX0,ICD-10-CM,"Maternal care for (suspected) damage to fetus from viral disease in mother, not applicable or unspecified"
O353XX1,ICD-10-CM,"Maternal care for (suspected) damage to fetus from viral disease in mother, fetus 1"
O353XX2,ICD-10-CM,"Maternal care for (suspected) damage to fetus from viral disease in mother, fetus 2"
O353XX3,ICD-10-CM,"Maternal care for (suspected) damage to fetus from viral disease in mother, fetus 3"
O353XX4,ICD-10-CM,"Maternal care for (suspected) damage to fetus from viral disease in mother, fetus 4"
O353XX5,ICD-10-CM,"Maternal care for (suspected) damage to fetus from viral disease in mother, fetus 5"
O353XX9,ICD-10-CM,"Maternal care for (suspected) damage to fetus from viral disease in mother, other fetus"
O354XX0,ICD-10-CM,"Maternal care for (suspected) damage to fetus from alcohol, not applicable or unspecified"
O354XX1,ICD-10-CM,"Maternal care for (suspected) damage to fetus from alcohol, fetus 1"
O354XX2,ICD-10-CM,"Maternal care for (suspected) damage to fetus from alcohol, fetus 2"
O354XX3,ICD-10-CM,"Maternal care for (suspected) damage to fetus from alcohol, fetus 3"
O354XX4,ICD-10-CM,"Maternal care for (suspected) damage to fetus from alcohol, fetus 4"
O354XX5,ICD-10-CM,"Maternal care for (suspected) damage to fetus from alcohol, fetus 5"
O354XX9,ICD-10-CM,"Maternal care for (suspected) damage to fetus from alcohol, other fetus"
O355XX0,ICD-10-CM,"Maternal care for (suspected) damage to fetus by drugs, not applicable or unspecified"
O355XX1,ICD-10-CM,"Maternal care for (suspected) damage to fetus by drugs, fetus 1"
O355XX2,ICD-10-CM,"Maternal care for (suspected) damage to fetus by drugs, fetus 2"
O355XX3,ICD-10-CM,"Maternal care for (suspected) damage to fetus by drugs, fetus 3"
O355XX4,ICD-10-CM,"Maternal care for (suspected) damage to fetus by drugs, fetus 4"
O355XX5,ICD-10-CM,"Maternal care for (suspected) damage to fetus by drugs, fetus 5"
O355XX9,ICD-10-CM,"Maternal care for (suspected) damage to fetus by drugs, other fetus"
O356XX0,ICD-10-CM,"Maternal care for (suspected) damage to fetus by radiation, not applicable or unspecified"
O356XX1,ICD-10-CM,"Maternal care for (suspected) damage to fetus by radiation, fetus 1"
O356XX2,ICD-10-CM,"Maternal care for (suspected) damage to fetus by radiation, fetus 2"
O356XX3,ICD-10-CM,"Maternal care for (suspected) damage to fetus by radiation, fetus 3"
O356XX4,ICD-10-CM,"Maternal care for (suspected) damage to fetus by radiation, fetus 4"
O356XX5,ICD-10-CM,"Maternal care for (suspected) damage to fetus by radiation, fetus 5"
O356XX9,ICD-10-CM,"Maternal care for (suspected) damage to fetus by radiation, other fetus"
O357XX0,ICD-10-CM,"Maternal care for (suspected) damage to fetus by other medical procedures, not applicable or unspecified"
O357XX1,ICD-10-CM,"Maternal care for (suspected) damage to fetus by other medical procedures, fetus 1"
O357XX2,ICD-10-CM,"Maternal care for (suspected) damage to fetus by other medical procedures, fetus 2"
O357XX3,ICD-10-CM,"Maternal care for (suspected) damage to fetus by other medical procedures, fetus 3"
O357XX4,ICD-10-CM,"Maternal care for (suspected) damage to fetus by other medical procedures, fetus 4"
O357XX5,ICD-10-CM,"Maternal care for (suspected) damage to fetus by other medical procedures, fetus 5"
O357XX9,ICD-10-CM,"Maternal care for (suspected) damage to fetus by other medical procedures, other fetus"
O358XX0,ICD-10-CM,"Maternal care for other (suspected) fetal abnormality and damage, not applicable or unspecified"
O358XX1,ICD-10-CM,"Maternal care for other (suspected) fetal abnormality and damage, fetus 1"
O358XX2,ICD-10-CM,"Maternal care for other (suspected) fetal abnormality and damage, fetus 2"
O358XX3,ICD-10-CM,"Maternal care for other (suspected) fetal abnormality and damage, fetus 3"
O358XX4,ICD-10-CM,"Maternal care for other (suspected) fetal abnormality and damage, fetus 4"
O358XX5,ICD-10-CM,"Maternal care for other (suspected) fetal abnormality and damage, fetus 5"
O358XX9,ICD-10-CM,"Maternal care for other (suspected) fetal abnormality and damage, other fetus"
O359XX0,ICD-10-CM,"Maternal care for (suspected) fetal abnormality and damage, unspecified, not applicable or unspecified"
O359XX1,ICD-10-CM,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 1"
O359XX2,ICD-10-CM,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 2"
O359XX3,ICD-10-CM,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 3"
O359XX4,ICD-10-CM,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 4"
O359XX5,ICD-10-CM,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 5"
O359XX9,ICD-10-CM,"Maternal care for (suspected) fetal abnormality and damage, unspecified, other fetus"
O360110,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, first trimester, not applicable or unspecified"
O360111,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 1"
O360112,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 2"
O360113,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 3"
O360114,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 4"
O360115,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 5"
O360119,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, first trimester, other fetus"
O360120,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, second trimester, not applicable or unspecified"
O360121,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 1"
O360122,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 2"
O360123,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 3"
O360124,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 4"
O360125,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 5"
O360129,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, second trimester, other fetus"
O360130,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, third trimester, not applicable or unspecified"
O360131,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 1"
O360132,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 2"
O360133,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 3"
O360134,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 4"
O360135,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 5"
O360139,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, third trimester, other fetus"
O360190,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, not applicable or unspecified"
O360191,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 1"
O360192,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 2"
O360193,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 3"
O360194,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 4"
O360195,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 5"
O360199,ICD-10-CM,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, other fetus"
O360910,ICD-10-CM,"Maternal care for other rhesus isoimmunization, first trimester, not applicable or unspecified"
O360911,ICD-10-CM,"Maternal care for other rhesus isoimmunization, first trimester, fetus 1"
O360912,ICD-10-CM,"Maternal care for other rhesus isoimmunization, first trimester, fetus 2"
O360913,ICD-10-CM,"Maternal care for other rhesus isoimmunization, first trimester, fetus 3"
O360914,ICD-10-CM,"Maternal care for other rhesus isoimmunization, first trimester, fetus 4"
O360915,ICD-10-CM,"Maternal care for other rhesus isoimmunization, first trimester, fetus 5"
O360919,ICD-10-CM,"Maternal care for other rhesus isoimmunization, first trimester, other fetus"
O360920,ICD-10-CM,"Maternal care for other rhesus isoimmunization, second trimester, not applicable or unspecified"
O360921,ICD-10-CM,"Maternal care for other rhesus isoimmunization, second trimester, fetus 1"
O360922,ICD-10-CM,"Maternal care for other rhesus isoimmunization, second trimester, fetus 2"
O360923,ICD-10-CM,"Maternal care for other rhesus isoimmunization, second trimester, fetus 3"
O360924,ICD-10-CM,"Maternal care for other rhesus isoimmunization, second trimester, fetus 4"
O360925,ICD-10-CM,"Maternal care for other rhesus isoimmunization, second trimester, fetus 5"
O360929,ICD-10-CM,"Maternal care for other rhesus isoimmunization, second trimester, other fetus"
O360930,ICD-10-CM,"Maternal care for other rhesus isoimmunization, third trimester, not applicable or unspecified"
O360931,ICD-10-CM,"Maternal care for other rhesus isoimmunization, third trimester, fetus 1"
O360932,ICD-10-CM,"Maternal care for other rhesus isoimmunization, third trimester, fetus 2"
O360933,ICD-10-CM,"Maternal care for other rhesus isoimmunization, third trimester, fetus 3"
O360934,ICD-10-CM,"Maternal care for other rhesus isoimmunization, third trimester, fetus 4"
O360935,ICD-10-CM,"Maternal care for other rhesus isoimmunization, third trimester, fetus 5"
O360939,ICD-10-CM,"Maternal care for other rhesus isoimmunization, third trimester, other fetus"
O360990,ICD-10-CM,"Maternal care for other rhesus isoimmunization, unspecified trimester, not applicable or unspecified"
O360991,ICD-10-CM,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 1"
O360992,ICD-10-CM,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 2"
O360993,ICD-10-CM,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 3"
O360994,ICD-10-CM,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 4"
O360995,ICD-10-CM,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 5"
O360999,ICD-10-CM,"Maternal care for other rhesus isoimmunization, unspecified trimester, other fetus"
O361110,ICD-10-CM,"Maternal care for Anti-A sensitization, first trimester, not applicable or unspecified"
O361111,ICD-10-CM,"Maternal care for Anti-A sensitization, first trimester, fetus 1"
O361112,ICD-10-CM,"Maternal care for Anti-A sensitization, first trimester, fetus 2"
O361113,ICD-10-CM,"Maternal care for Anti-A sensitization, first trimester, fetus 3"
O361114,ICD-10-CM,"Maternal care for Anti-A sensitization, first trimester, fetus 4"
O361115,ICD-10-CM,"Maternal care for Anti-A sensitization, first trimester, fetus 5"
O361119,ICD-10-CM,"Maternal care for Anti-A sensitization, first trimester, other fetus"
O361120,ICD-10-CM,"Maternal care for Anti-A sensitization, second trimester, not applicable or unspecified"
O361121,ICD-10-CM,"Maternal care for Anti-A sensitization, second trimester, fetus 1"
O361122,ICD-10-CM,"Maternal care for Anti-A sensitization, second trimester, fetus 2"
O361123,ICD-10-CM,"Maternal care for Anti-A sensitization, second trimester, fetus 3"
O361124,ICD-10-CM,"Maternal care for Anti-A sensitization, second trimester, fetus 4"
O361125,ICD-10-CM,"Maternal care for Anti-A sensitization, second trimester, fetus 5"
O361129,ICD-10-CM,"Maternal care for Anti-A sensitization, second trimester, other fetus"
O361130,ICD-10-CM,"Maternal care for Anti-A sensitization, third trimester, not applicable or unspecified"
O361131,ICD-10-CM,"Maternal care for Anti-A sensitization, third trimester, fetus 1"
O361132,ICD-10-CM,"Maternal care for Anti-A sensitization, third trimester, fetus 2"
O361133,ICD-10-CM,"Maternal care for Anti-A sensitization, third trimester, fetus 3"
O361134,ICD-10-CM,"Maternal care for Anti-A sensitization, third trimester, fetus 4"
O361135,ICD-10-CM,"Maternal care for Anti-A sensitization, third trimester, fetus 5"
O361139,ICD-10-CM,"Maternal care for Anti-A sensitization, third trimester, other fetus"
O361190,ICD-10-CM,"Maternal care for Anti-A sensitization, unspecified trimester, not applicable or unspecified"
O361191,ICD-10-CM,"Maternal care for Anti-A sensitization, unspecified trimester, fetus 1"
